user_id,pratilipi_id,category_name,predicted_id,predicted_cat,jac_score,cat_jac_score
3369300870996644,"[1377786224996617, 1377786224996617, 1377786224996617, 1377786220179860]","['experiences-and-memories', 'shortstories', 'moral-inspiring', 'experiences-and-memories']","[1377786215767360, 1377786221192041, 1377786222552875, 1377786220733805, 1377786217821905, 1377786227360658, 1377786222300948, 1377786222395989, 1377786226940477, 1377786217358622]","['experiences-and-memories', 'shortstories', 'crime', 'women', 'moral-inspiring', 'suspense', 'life', 'social', 'Indiawale', 'family', 'romance', 'politics']",0.0,0.25
3376734457471652,"[1377786226404594, 1377786226404594, 1377786226404594, 1377786226432068, 1377786226432068, 1377786226432068, 1377786226535500, 1377786226535500, 1377786226535500, 1377786226551250]","['women', 'romance', 'family', 'romance', 'women', 'family', 'romance', 'women', 'family', 'family', 'women', 'romance']","[1377786227443141, 1377786216344038, 1377786225220551, 1377786225909643, 1377786225690156, 1377786225146671, 1377786228361430, 1377786225548794, 1377786225193565, 1377786225301822]","['women', 'family', 'romance']",0.0,1.0
3400649439355556,"[1377786228268618, 1377786228268618, 1377786228268618, 1377786219626865, 1377786219626865, 1377786219626865, 1377786219594212, 1377786219594212, 1377786219594212, 1377786220156202]","['swahindi2', 'novels', 'romance', 'romance', 'social', 'drama', 'romance', 'social', 'drama', 'romance', 'drama', 'social']","[1377786222257383, 1377786228287498, 1377786228274251, 1377786228261019, 1377786228260013, 1377786228278968, 1377786228222257, 1377786228271510, 1377786226676152, 1377786226702523]","['swahindi2', 'drama', 'novels', 'fantasy', 'suspense', 'social', 'Indiawale', 'family', 'romance']",0.0,0.5555555555555556
3407453770654372,"[1377786223682003, 1377786223682003, 1377786223682003, 1377786223948265, 1377786223948265, 1377786223948265]","['social', 'romance', 'novels', 'novels', 'romance', 'social']","[1377786227237792, 1377786227315559, 1377786217837225, 1377786217863147, 1377786227438429, 1377786221468972, 1377786227511278, 1377786222285240, 1377786223636028, 1377786227460253]","['entertainment', 'swahindi2', 'short-story-challenge', 'novels', 'women', 'suspense', 'social', 'action-and-adventure', 'webseries', 'family', 'romance']",0.0,0.2727272727272727
3447636064379556,"[1377786223004107, 1377786223004107, 1377786223004107, 1377786228189551, 1377786228189551, 1377786228189551]","['novels', 'romance', 'social', 'action-and-adventure', 'suspense', 'romance']","[1377786227087266, 1377786216079658, 1377786217863147, 1377786223004107, 1377786223037420, 1377786222893808, 1377786222464947, 1377786217793819, 1377786222920732, 1377786227361599]","['entertainment', 'novels', 'women', 'moral-inspiring', 'suspense', 'social', 'action-and-adventure', 'family', 'romance']",0.09090909090909091,0.5555555555555556
3479425317249700,"[1377786228035004, 1377786228035004, 1377786228035004, 1377786228059536, 1377786228059536, 1377786228059536, 1377786228095324, 1377786228095324, 1377786228095324, 1377786228126456]","['family', 'Pratilipi-kalamkar-samman', 'romance', 'family', 'romance', 'Pratilipi-kalamkar-samman', 'Pratilipi-kalamkar-samman', 'family', 'romance', 'family', 'Pratilipi-kalamkar-samman', 'romance', 'romance', 'family', 'Pratilipi-kalamkar-samman', 'family', 'romance', 'Pratilipi-kalamkar-samman', 'novels', 'romance', 'family']","[1377786228287206, 1377786228250727, 1377786228275272, 1377786228002120, 1377786228166379, 1377786227904766, 1377786226721069, 1377786228188830, 1377786228349908, 1377786228074462]","['entertainment', 'novels', 'suspense', 'action-and-adventure', 'family', 'Pratilipi-kalamkar-samman', 'romance', 'horror']",0.0,0.5
3482862759617188,"[1377786221870871, 1377786221870871, 1377786221870871, 1377786222087561, 1377786222087561, 1377786222087561, 1377786222188344, 1377786222188344, 1377786222188344, 1377786222188332]","['suspense', 'action-and-adventure', 'romance', 'suspense', 'romance', 'action-and-adventure', 'suspense', 'action-and-adventure', 'romance', 'suspense', 'romance', 'action-and-adventure', 'action-and-adventure', 'romance', 'suspense']","[1377786221924897, 1377786221616738, 1377786227315559, 1377786222058759, 1377786222029194, 1377786226961393, 1377786220451091, 1377786222285240, 1377786227438429, 1377786227092664]","['entertainment', 'novels', 'women', 'life', 'suspense', 'social', 'action-and-adventure', 'webseries', 'family', 'comedy', 'romance']",0.0,0.2727272727272727
3488380446220964,"[1377786227903602, 1377786227903602, 1377786227903602, 1377786227960453, 1377786227960453, 1377786227960453, 1377786228090668, 1377786228090668, 1377786228090668, 1377786228105949]","['novels', 'romance', 'swahindi2', 'novels', 'romance', 'swahindi2', 'novels', 'romance', 'swahindi2', 'novels', 'swahindi2', 'romance']","[1377786227595655, 1377786227731127, 1377786227716522, 1377786227782252, 1377786227627277, 1377786227644403, 1377786227843190, 1377786220635767, 1377786227676537, 1377786220026558]","['swahindi2', 'novels', 'moral-inspiring', 'life', 'suspense', 'webseries', 'romance']",0.0,0.42857142857142855
3488804777140900,"[1377786222848218, 1377786222848218, 1377786222941648, 1377786222941648]","['suspense', 'horror', 'horror', 'suspense']","[1377786222611522, 1377786222537834, 1377786222424395, 1377786218667147, 1377786228356190, 1377786222279214, 1377786222537809, 1377786227205913, 1377786222466173, 1377786222686622]","['fantasy', 'moral-inspiring', 'suspense', 'action-and-adventure', 'romance', 'horror']",0.0,0.3333333333333333
3489748017390244,"[1377786220456780, 1377786220456780]","['novels', 'romance']","[1377786225114498, 1377786227522406, 1377786220112200, 1377786219817619, 1377786222220181, 1377786227298999, 1377786219071033, 1377786217793819, 1377786216474140, 1377786227361599]","['entertainment', 'swahindi2', 'novels', 'life', 'suspense', 'social', 'action-and-adventure', 'family', 'romance']",0.0,0.2222222222222222
3492399923241636,"[1377786221774686, 1377786221774686, 1377786221774686, 1377786222165022, 1377786222165022, 1377786222165022]","['crime', 'family', 'social', 'family', 'crime', 'social']","[1377786221381282, 1377786220881154, 1377786222552875, 1377786221557677, 1377786220055954, 1377786221446707, 1377786221086263, 1377786222361368, 1377786220678010, 1377786221646746]","['shortstories', 'crime', 'murder-mystery', 'women', 'suspense', 'social', 'webseries', 'family']",0.0,0.375
3509698717721252,"[1377786228244443, 1377786228244443, 1377786228244443, 1377786228236037, 1377786228236037, 1377786228236037, 1377786224309681, 1377786224309681, 1377786224309681]","['romance', 'Pratilipi-Awards-Hindi', 'swahindi2', 'entertainment', 'romance', 'swahindi2', 'novels', 'suspense', 'romance']","[1377786223351488, 1377786218707557, 1377786216393926, 1377786217749541, 1377786219518601, 1377786226966961, 1377786226717459, 1377786215835352, 1377786215809721, 1377786227209469]","['experiences-and-memories', 'novels', 'family', 'Pratilipi-kalamkar-samman', 'romance']",0.0,0.2222222222222222
3511291299144356,"[1377786225885994, 1377786225885994, 1377786225885994, 1377786226927246, 1377786226927246, 1377786226927246, 1377786228316573, 1377786228316573, 1377786228316573, 1377786228196403]","['social', 'romance', 'family', 'family', 'romance', 'social', 'romance', 'social', 'family', 'romance', 'family', 'social', 'romance', 'family', 'social', 'family', 'romance', 'social', 'action-and-adventure', 'romance', 'suspense', 'novels', 'family', 'romance']","[1377786225080961, 1377786224179137, 1377786224924868, 1377786225108713, 1377786217660425, 1377786225090443, 1377786225666926, 1377786228164950, 1377786224509081, 1377786219180798]","['novels', 'social', 'action-and-adventure', 'family', 'romance']",0.0,0.8333333333333334
3512591069389476,"[1377786223713394, 1377786223713394, 1377786223713394, 1377786223775903, 1377786223775903, 1377786223775903, 1377786223821726, 1377786223821726, 1377786223821726, 1377786223845691]","['romance', 'novels', 'entertainment', 'entertainment', 'romance', 'novels', 'entertainment', 'romance', 'novels', 'novels', 'romance', 'entertainment', 'romance', 'entertainment', 'novels']","[1377786227237792, 1377786227522406, 1377786225197195, 1377786226961393, 1377786222464947, 1377786227298999, 1377786222285240, 1377786217793819, 1377786216474140, 1377786227438429]","['entertainment', 'swahindi2', 'novels', 'women', 'life', 'suspense', 'social', 'action-and-adventure', 'webseries', 'family', 'romance']",0.0,0.2727272727272727
3514595527271076,"[1377786223396932, 1377786223396932, 1377786223396932]","['family', 'social', 'romance']","[1377786215529376, 1377786222886436, 1377786222596165, 1377786222844969, 1377786222961802, 1377786222686027, 1377786221968363, 1377786217364031, 1377786222586457, 1377786221849407]","['shortstories', 'women', 'social', 'family', 'romance']",0.0,0.6
3518957274702500,"[1377786228340465, 1377786228340465, 1377786228355667, 1377786228355667]","['suspense', 'crime', 'crime', 'suspense']","[1377786217880225, 1377786227579811, 1377786222483399, 1377786228099848, 1377786217800425, 1377786222552875, 1377786228084332, 1377786217821905, 1377786221916498, 1377786225770653]","['entertainment', 'shortstories', 'swahindi2', 'crime', 'novels', 'women', 'fantasy', 'moral-inspiring', 'suspense', 'mythology', 'social', 'Indiawale', 'romance', 'horror', 'politics', 'relegion-and-spiritual']",0.0,0.125
3529670521168548,"[1377786226516613, 1377786226516613, 1377786226528003, 1377786226528003, 1377786226542635, 1377786226542635, 1377786226580191, 1377786226580191, 1377786226593585, 1377786226593585]","['romance', 'entertainment', 'romance', 'entertainment', 'romance', 'entertainment', 'entertainment', 'romance', 'entertainment', 'romance', 'romance', 'entertainment', 'entertainment', 'romance', 'entertainment', 'romance']","[1377786216355264, 1377786226109728, 1377786226047811, 1377786220737962, 1377786226176204, 1377786226179119, 1377786226071060, 1377786226188662, 1377786226281753, 1377786226421979]","['entertainment', 'novels', 'family', 'romance']",0.0,0.5
3540645169242788,"[1377786217825371, 1377786217825371, 1377786217825371, 1377786215882087, 1377786215882087, 1377786215882087]","['family', 'social', 'women', 'women', 'social', 'shortstories']","[1377786228194150, 1377786221458790, 1377786221458762, 1377786228289712, 1377786217821905, 1377786228226003, 1377786228223092, 1377786228255572, 1377786228361430, 1377786224050142]","['shortstories', 'swahindi2', 'novels', 'women', 'fantasy', 'social', 'Indiawale', 'family', 'romance', 'horror', 'politics']",0.0,0.36363636363636365
3556637609468580,"[1377786221465971, 1377786221465971, 1377786221465971, 1377786221465983, 1377786221465983, 1377786221465983, 1377786221465992, 1377786221465992, 1377786221465992, 1377786221466004]","['romance', 'family', 'women', 'women', 'romance', 'family', 'family', 'women', 'romance', 'women', 'romance', 'family', 'women', 'romance', 'family', 'women', 'romance', 'family']","[1377786223351488, 1377786222442045, 1377786218707557, 1377786216393926, 1377786220788906, 1377786222466926, 1377786215492180, 1377786215835352, 1377786225873944, 1377786227209469]","['experiences-and-memories', 'shortstories', 'suspense', 'action-and-adventure', 'family', 'romance', 'horror']",0.0,0.25
3559912104174244,"[1377786226630533, 1377786226630533, 1377786226630533, 1377786226658379, 1377786226658379, 1377786226658379, 1377786226689455, 1377786226689455, 1377786226689455, 1377786226717262]","['novels', 'romance', 'suspense', 'suspense', 'novels', 'romance', 'romance', 'suspense', 'novels', 'suspense', 'novels', 'romance', 'novels', 'romance', 'suspense']","[1377786218605986, 1377786226473189, 1377786226576325, 1377786225932044, 1377786226114190, 1377786226689455, 1377786226961393, 1377786226223762, 1377786216368758, 1377786226256313]","['shortstories', 'novels', 'women', 'moral-inspiring', 'suspense', 'life', 'social', 'family', 'romance']",0.07692307692307693,0.3333333333333333
3566847634350756,"[1377786227306103, 1377786227306103, 1377786227306103, 1377786227321510, 1377786227321510, 1377786227321510, 1377786227355824, 1377786227355824, 1377786227355824, 1377786227377824]","['novels', 'romance', 'swahindi2', 'swahindi2', 'romance', 'novels', 'romance', 'novels', 'swahindi2', 'romance', 'swahindi2', 'novels', 'swahindi2', 'romance', 'novels', 'novels', 'romance', 'swahindi2', 'romance', 'swahindi2', 'novels', 'novels', 'swahindi2', 'romance', 'romance', 'novels', 'swahindi2', 'swahindi2', 'romance', 'novels', 'novels', 'swahindi2', 'romance', 'swahindi2', 'romance', 'novels']","[1377786226779618, 1377786226837570, 1377786226903306, 1377786227082218, 1377786226949965, 1377786226756435, 1377786227019572, 1377786226921684, 1377786226793114, 1377786227035003]","['novels', 'swahindi2', 'romance']",0.0,1.0
3568780840968868,"[1377786218940489, 1377786218940489, 1377786218958027, 1377786218958027]","['shortstories', 'romance', 'romance', 'shortstories']","[1377786218880992, 1377786218896836, 1377786225807047, 1377786222301160, 1377786217837225, 1377786226198926, 1377786228253136, 1377786226961393, 1377786220451091, 1377786228360889]","['entertainment', 'shortstories', 'drama', 'novels', 'women', 'life', 'suspense', 'social', 'action-and-adventure', 'webseries', 'family', 'comedy', 'romance']",0.0,0.15384615384615385
3574987312505508,"[1377786227220136, 1377786227220136, 1377786227837223, 1377786227837223, 1377786227837223, 1377786227943812, 1377786227943812, 1377786227943812, 1377786228153058, 1377786228153058]","['novels', 'women', 'novels', 'women', 'swahindi2', 'novels', 'swahindi2', 'women', 'swahindi2', 'novels', 'women', 'women', 'swahindi2', 'novels', 'romance', 'novels', 'family', 'novels', 'romance', 'family', 'family', 'novels', 'romance', 'novels', 'family', 'romance', 'novels', 'romance', 'family', 'swahindi2', 'swahindi2', 'swahindi2']","[1377786225964066, 1377786219464195, 1377786225993381, 1377786226050256, 1377786226148498, 1377786225997465, 1377786216435194, 1377786217793819, 1377786226799805, 1377786222196702]","['entertainment', 'novels', 'women', 'suspense', 'social', 'Pratilipi-kalamkar-samman', 'romance', 'Pratilipi-Awards-Hindi', 'comedy']",0.0,0.2727272727272727
3578539547730596,"[1377786226136580, 1377786226170915, 1377786226214976, 1377786226247650]","['romance', 'romance', 'romance', 'romance']","[1377786217070182, 1377786225933992, 1377786217107018, 1377786222519757, 1377786226198926, 1377786217829713, 1377786226961393, 1377786217996376, 1377786226053370, 1377786228175709]","['novels', 'women', 'life', 'suspense', 'social', 'action-and-adventure', 'family', 'romance']",0.0,0.125
3628510196179620,"[1377786226139028, 1377786226139028, 1377786226139028, 1377786226259905, 1377786226259905, 1377786226259905, 1377786226502879, 1377786226502879, 1377786226502879, 1377786226543542]","['action-and-adventure', 'romance', 'suspense', 'suspense', 'romance', 'action-and-adventure', 'romance', 'action-and-adventure', 'suspense', 'action-and-adventure', 'romance', 'suspense', 'suspense', 'romance', 'action-and-adventure', 'action-and-adventure', 'romance', 'suspense', 'action-and-adventure', 'romance', 'suspense', 'romance', 'suspense', 'action-and-adventure']","[1377786222257383, 1377786224964391, 1377786224272328, 1377786225390087, 1377786225198317, 1377786225109679, 1377786224239443, 1377786225333590, 1377786215663514, 1377786221225471]","['shortstories', 'novels', 'women', 'suspense', 'romance']",0.0,0.3333333333333333
3642280479466148,"[1377786227986390, 1377786227986390, 1377786227986390, 1377786228212107, 1377786228212107, 1377786228212107, 1377786228242819, 1377786228242819, 1377786228242819, 1377786228252654]","['romance', 'suspense', 'swahindi2', 'novels', 'crime-lekhan', 'romance', 'crime-lekhan', 'romance', 'novels', 'romance', 'novels', 'crime-lekhan', 'crime-lekhan', 'novels', 'romance', 'novels', 'crime-lekhan', 'romance', 'romance', 'crime-lekhan', 'novels', 'romance', 'crime-lekhan', 'novels', 'swahindi2', 'romance', 'family', 'suspense', 'romance', 'novels', 'romance', 'suspense', 'novels', 'suspense', 'romance', 'novels']","[1377786228240736, 1377786228247872, 1377786227273475, 1377786228297799, 1377786226773519, 1377786228340560, 1377786228208210, 1377786228292754, 1377786228342420, 1377786228278968]","['novels', 'life', 'suspense', 'action-and-adventure', 'Indiawale', 'family', 'romance', 'Pratilipi-Awards-Hindi']",0.0,0.4
3642417225310884,"[1377786226475741, 1377786226475741, 1377786226484588, 1377786226484588, 1377786226524063, 1377786226524063, 1377786226541875, 1377786226541875, 1377786226583204, 1377786226583204]","['family', 'social', 'social', 'family', 'social', 'family', 'family', 'social', 'social', 'family', 'social', 'family']","[1377786217875681, 1377786226463271, 1377786222552875, 1377786222479953, 1377786226396787, 1377786215492180, 1377786222395989, 1377786225832789, 1377786215835352, 1377786219565018]","['shortstories', 'crime', 'novels', 'women', 'moral-inspiring', 'life', 'social', 'family', 'romance']",0.0,0.2222222222222222
3651899407377060,"[1377786226386277, 1377786226386277, 1377786226386277, 1377786226414195, 1377786226414195, 1377786226414195, 1377786226462585, 1377786226462585, 1377786226462585, 1377786226473017]","['romance', 'novels', 'action-and-adventure', 'romance', 'action-and-adventure', 'novels', 'romance', 'action-and-adventure', 'novels', 'romance', 'action-and-adventure', 'novels', 'action-and-adventure', 'novels', 'novels', 'action-and-adventure', 'novels', 'action-and-adventure', 'action-and-adventure', 'novels', 'action-and-adventure', 'novels', 'novels', 'action-and-adventure', 'action-and-adventure', 'novels']","[1377786225778014, 1377786226111114, 1377786225647948, 1377786225855567, 1377786225638641, 1377786228120785, 1377786225803220, 1377786225919188, 1377786225723228, 1377786226046782]","['action-and-adventure', 'novels', 'romance']",0.0,1.0
3690691101106852,"[1377786227482531, 1377786227482531, 1377786227482531, 1377786227518829, 1377786227518829, 1377786227518829, 1377786227518846, 1377786227518846, 1377786227518846]","['Horror-Marathon', 'murder-mystery', 'romance', 'Horror-Marathon', 'murder-mystery', 'romance', 'romance', 'Horror-Marathon', 'murder-mystery']","[1377786227482531, 1377786227295462, 1377786227518829, 1377786227547086, 1377786227295472, 1377786227284627, 1377786227547063, 1377786227547033, 1377786227253180, 1377786227518846]","['murder-mystery', 'Horror-Marathon', 'suspense', 'romance']",0.3,0.75
3709677454926500,"[1377786228354731, 1377786228354731, 1377786228354731, 1377786228228267, 1377786228228267, 1377786228228267, 1377786228355627, 1377786228355627, 1377786228355627, 1377786228258625]","['romance', 'swahindi2', 'family', 'romance', 'suspense', 'family', 'romance', 'suspense', 'family', 'action-and-adventure', 'romance', 'swahindi2', 'drama', 'romance', 'family', 'romance', 'health-and-wellness', 'romance', 'women', 'suspense', 'novels', 'romance', 'entertainment', 'romance', 'romance', 'fantasy', 'suspense', 'fantasy', 'romance', 'suspense', 'novels', 'family', 'women', 'family', 'romance', 'entertainment', 'family', 'romance', 'entertainment', 'entertainment', 'romance', 'family']","[1377786227237792, 1377786224266890, 1377786217863147, 1377786217823791, 1377786226961393, 1377786228233778, 1377786222690834, 1377786227851639, 1377786228120887, 1377786228244062]","['swahindi2', 'drama', 'novels', 'women', 'fantasy', 'life', 'suspense', 'moral-inspiring', 'social', 'action-and-adventure', 'family', 'romance']",0.0,0.6428571428571429
3711985437811364,"[1377786222079046, 1377786222079046, 1377786222079046, 1377786222163483, 1377786222163483, 1377786222163483, 1377786222175669, 1377786222175669, 1377786222175669, 1377786222263875]","['romance', 'social', 'family', 'social', 'romance', 'family', 'romance', 'social', 'family', 'romance', 'family', 'social', 'family', 'social', 'romance', 'family', 'romance', 'social', 'entertainment', 'romance', 'family', 'social', 'entertainment', 'romance', 'social', 'romance', 'family', 'social', 'romance', 'family', 'romance', 'social', 'family']","[1377786221510757, 1377786221672838, 1377786221400059, 1377786217837225, 1377786226599348, 1377786221410742, 1377786221798873, 1377786215814651, 1377786221334012, 1377786221849407]","['social', 'women', 'family', 'romance']",0.0,0.6
3720050350400164,"[1377786225671063, 1377786225671063, 1377786225671063, 1377786225713363, 1377786225713363, 1377786225713363, 1377786225741428, 1377786225741428, 1377786225741428, 1377786225782197]","['romance', 'suspense', 'novels', 'novels', 'suspense', 'romance', 'suspense', 'novels', 'romance', 'suspense', 'romance', 'novels', 'novels', 'romance', 'suspense', 'suspense', 'romance', 'novels', 'romance', 'suspense', 'novels', 'romance', 'action-and-adventure', 'entertainment']","[1377786222223681, 1377786227339141, 1377786227522406, 1377786222354855, 1377786217863147, 1377786220864716, 1377786226966961, 1377786222464947, 1377786222285240, 1377786217793819]","['entertainment', 'shortstories', 'novels', 'women', 'suspense', 'mythology', 'action-and-adventure', 'webseries', 'family', 'comedy', 'romance', 'relegion-and-spiritual']",0.0,0.4166666666666667
3725850203038372,"[1377786228288177, 1377786228288177, 1377786228288177, 1377786219602238, 1377786219602238, 1377786219602238, 1377786219607559, 1377786219607559, 1377786219607559, 1377786228272281]","['swahindi2', 'social', 'romance', 'women', 'romance', 'comedy', 'comedy', 'women', 'romance', 'romance', 'suspense', 'novels']","[1377786226190658, 1377786228258243, 1377786226305508, 1377786226244614, 1377786226436559, 1377786222362991, 1377786226058193, 1377786228278968, 1377786226483357, 1377786222407647]","['novels', 'social', 'action-and-adventure', 'Indiawale', 'romance']",0.0,0.3333333333333333
3745646916838052,"[1377786228099687, 1377786228099687, 1377786228099687, 1377786228154648, 1377786228154648, 1377786228154648, 1377786228163490, 1377786228163490, 1377786228163490, 1377786228251531]","['novels', 'swahindi2', 'romance', 'swahindi2', 'novels', 'romance', 'swahindi2', 'novels', 'romance', 'swahindi2', 'novels', 'romance']","[1377786227603809, 1377786226172067, 1377786227853733, 1377786227974823, 1377786221474343, 1377786227686057, 1377786227589805, 1377786228253136, 1377786227953274, 1377786220026558]","['swahindi2', 'novels', 'moral-inspiring', 'suspense', 'webseries', 'romance']",0.0,0.5
3754189638771364,"[1377786226367760, 1377786226367760, 1377786226367760, 1377786226404022, 1377786226404022, 1377786226404022, 1377786226432712, 1377786226432712, 1377786226432712, 1377786226462750]","['novels', 'detective', 'suspense', 'novels', 'suspense', 'detective', 'novels', 'suspense', 'detective', 'suspense', 'detective', 'novels', 'novels', 'detective', 'suspense']","[286357600245448, 1377786227284585, 1377786218619370, 1377786224990092, 1377786227955281, 1377786220086097, 1377786225216347, 1377786223636381, 1377786228119230, 1377786221225471]","['experiences-and-memories', 'moral-inspiring', 'life', 'suspense', 'Horror-Marathon', 'romance', 'horror']",0.0,0.1111111111111111
